name,id,url,average_cost_for_two,price_range,cuisines,address,locality,city,zipcode,latitude,longitude,rating_text,aggregate_rating,votes,has_online_delivery,has_table_booking,is_delivering_now,menu_url,photos_url,featured_image,events_url,deeplink,thumb,currency,res_id
Taqueria Del Sol,17293877,https://www.zomato.com/athens-ga/taqueria-del-sol-athens?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Mexican, Spanish","334 Prince Ave, Athens, GA 30601",Athens,Athens,30601,33.9605710000,-83.3836050000,Very Good,4.1,543,0,0,0,https://www.zomato.com/athens-ga/taqueria-del-sol-athens/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/athens-ga/taqueria-del-sol-athens/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/athens-ga/taqueria-del-sol-athens/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17293877,,$,17293877
DePalma's Italian Cafe - Downtown,17293186,https://www.zomato.com/athens-ga/depalmas-italian-cafe-downtown-athens?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Italian, Pizza","401 E Broad St, Athens, GA 30601",Athens,Athens,30601,33.9581120000,-83.3735960000,Very Good,4.0,353,0,0,0,https://www.zomato.com/athens-ga/depalmas-italian-cafe-downtown-athens/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/athens-ga/depalmas-italian-cafe-downtown-athens/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/athens-ga/depalmas-italian-cafe-downtown-athens/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17293186,,$,17293186
The National,17293890,https://www.zomato.com/athens-ga/the-national-athens?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"International, Southern","232 W. Hancock Ave., Athens, GA 30601",Athens,Athens,30601,33.9594680000,-83.3796700000,Very Good,4.1,465,0,0,0,https://www.zomato.com/athens-ga/the-national-athens/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/athens-ga/the-national-athens/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/0/17293890/5a5e02485a1c92aa2ebf1db20eb7a048_featured_v2.jpg,https://www.zomato.com/athens-ga/the-national-athens/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17293890,https://b.zmtcdn.com/data/pictures/0/17293890/5a5e02485a1c92aa2ebf1db20eb7a048_featured_v2.jpg,$,17293890
DePalma's Italian Cafe - East Side,17293180,https://www.zomato.com/athens-ga/depalmas-italian-cafe-east-side-athens?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Italian, Pizza","1965 Barnett Shoals Rd, Athens, GA 30605",Athens,Athens,30605,33.9242750000,-83.3399500000,Very Good,4.1,387,0,0,0,https://www.zomato.com/athens-ga/depalmas-italian-cafe-east-side-athens/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/athens-ga/depalmas-italian-cafe-east-side-athens/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/athens-ga/depalmas-italian-cafe-east-side-athens/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17293180,,$,17293180
The Grill,17293228,https://www.zomato.com/athens-ga/the-grill-athens?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Breakfast, Burger, Sandwich","171 College Ave, Athens, GA 30601",Athens,Athens,30601,33.9581980000,-83.3755230000,Good,3.7,289,0,0,0,https://www.zomato.com/athens-ga/the-grill-athens/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/athens-ga/the-grill-athens/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/athens-ga/the-grill-athens/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17293228,,$,17293228
La Dolce Vita Ristorante,17293273,https://www.zomato.com/athens-ga/la-dolce-vita-ristorante-athens?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,Italian,"323 E Broad St, Athens, GA 30601",Athens,Athens,30601,33.9584000000,-83.4075000000,Very Good,4.1,464,0,0,0,https://www.zomato.com/athens-ga/la-dolce-vita-ristorante-athens/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/athens-ga/la-dolce-vita-ristorante-athens/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/athens-ga/la-dolce-vita-ristorante-athens/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17293273,,$,17293273
Ike & Jane,17293897,https://www.zomato.com/athens-ga/ike-jane-athens?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,Sandwich,"1307 Prince Ave, Athens, GA 30606",Athens,Athens,30606,33.9632960000,-83.4008870000,Very Good,4.1,350,0,0,0,https://www.zomato.com/athens-ga/ike-jane-athens/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/athens-ga/ike-jane-athens/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/7/17293897/925e625958105ce9abc931ade5c91a8c_featured_v2.jpg,https://www.zomato.com/athens-ga/ike-jane-athens/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17293897,https://b.zmtcdn.com/data/pictures/7/17293897/925e625958105ce9abc931ade5c91a8c_featured_v2.jpg,$,17293897
Mandarin Chinese Restaurant,17500819,https://www.zomato.com/macon-ga/mandarin-chinese-restaurant-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Chinese, Thai","3086 Riverside Dr, Macon, GA 31210",Macon,Macon,31210,32.8899000000,-83.6766000000,Excellent,4.5,302,0,0,0,https://www.zomato.com/macon-ga/mandarin-chinese-restaurant-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/mandarin-chinese-restaurant-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/mandarin-chinese-restaurant-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17500819,,$,17500819
Emilio's Cuban Cafe,17501291,https://www.zomato.com/macon-ga/emilios-cuban-cafe-bonaire?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Coffee and Tea, Cuban, Latin American","402 Ga. Highway 247, Bonaire, GA 31005",Bonaire,Macon,31005,32.5677410000,-83.5944940000,Good,3.9,146,0,0,0,https://www.zomato.com/macon-ga/emilios-cuban-cafe-bonaire/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/emilios-cuban-cafe-bonaire/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/emilios-cuban-cafe-bonaire/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501291,,$,17501291
Thai Pepper,17501301,https://www.zomato.com/macon-ga/thai-pepper-warner-robins?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Japanese, Sushi, Thai","1806 Russell Parkway, Warner Robins, GA 31088",Warner Robins,Macon,31088,32.5932640000,-83.6655570000,Very Good,4.0,232,0,0,0,https://www.zomato.com/macon-ga/thai-pepper-warner-robins/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/thai-pepper-warner-robins/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/thai-pepper-warner-robins/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501301,,$,17501301
Dovetail,17501439,https://www.zomato.com/macon-ga/dovetail-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,,"543 Cherry St, Macon, GA 31201",Macon,Macon,31201,32.8364100000,-83.6279790000,Good,3.8,102,0,0,0,https://www.zomato.com/macon-ga/dovetail-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/dovetail-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/dovetail-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501439,,$,17501439
Benson's Steak and Sushi,17501315,https://www.zomato.com/macon-ga/bensons-steak-and-sushi-warner-robins?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Chinese, Sushi","1289 S Houston Lake Rd, Warner Robins, GA 31088",Warner Robins,Macon,31088,32.5568730000,-83.6624210000,Good,3.7,243,0,0,0,https://www.zomato.com/macon-ga/bensons-steak-and-sushi-warner-robins/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/bensons-steak-and-sushi-warner-robins/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/bensons-steak-and-sushi-warner-robins/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501315,,$,17501315
Rookery,17500911,https://www.zomato.com/macon-ga/rookery-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Burger, Desserts, Bar Food","543 Cherry St, Macon, GA 31201",Macon,Macon,31201,32.8361000000,-83.6279000000,Excellent,4.5,289,0,0,0,https://www.zomato.com/macon-ga/rookery-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/rookery-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/1/17500911/a65e9d347dc0803628b29dd212148bd7_featured_v2.jpg,https://www.zomato.com/macon-ga/rookery-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17500911,https://b.zmtcdn.com/data/pictures/1/17500911/a65e9d347dc0803628b29dd212148bd7_featured_v2.jpg,$,17500911
Ingleside Village Pizza,17500759,https://www.zomato.com/macon-ga/ingleside-village-pizza-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Pizza, Sandwich","2395 Ingleside Ave, Macon, GA 31204",Macon,Macon,31204,32.8538960000,-83.6570610000,Excellent,4.9,478,0,0,0,https://www.zomato.com/macon-ga/ingleside-village-pizza-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/ingleside-village-pizza-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/ingleside-village-pizza-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17500759,,$,17500759
Jim Shaw's Seafood Grill & Bar,17500767,https://www.zomato.com/macon-ga/jim-shaws-seafood-grill-bar-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,Seafood,"3040 Vineville Ave, Macon, GA 31204",Macon,Macon,31204,32.8496000000,-83.6737000000,Excellent,4.6,467,0,0,0,https://www.zomato.com/macon-ga/jim-shaws-seafood-grill-bar-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/jim-shaws-seafood-grill-bar-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/jim-shaws-seafood-grill-bar-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17500767,,$,17500767
My Fathers Place,17501201,https://www.zomato.com/macon-ga/my-fathers-place-warner-robins?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,Italian,"2507 Moody Rd, Warner Robins, GA 31088",Warner Robins,Macon,31088,32.5786000000,-83.6240000000,Good,3.7,104,0,0,0,https://www.zomato.com/macon-ga/my-fathers-place-warner-robins/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/my-fathers-place-warner-robins/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/my-fathers-place-warner-robins/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501201,,$,17501201
The Mellow Mushroom,17501281,https://www.zomato.com/macon-ga/the-mellow-mushroom-warner-robins?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Pizza, Sandwich, Vegetarian","710 Lake Joy Road, Warner Robins, GA 31088",Warner Robins,Macon,31088,32.5526840000,-83.6910440000,Good,3.8,323,0,0,0,https://www.zomato.com/macon-ga/the-mellow-mushroom-warner-robins/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/the-mellow-mushroom-warner-robins/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/the-mellow-mushroom-warner-robins/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501281,,$,17501281
Martin's BBQ,17501308,https://www.zomato.com/macon-ga/martins-bbq-warner-robins?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,BBQ,"102 S Armed Forces Boulevard, Warner Robins, GA 31088",Warner Robins,Macon,31088,32.6193210000,-83.6002010000,Very Good,4.2,288,0,0,0,https://www.zomato.com/macon-ga/martins-bbq-warner-robins/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/martins-bbq-warner-robins/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/8/17501308/71116dd91b4effe788e66f45860eab05_featured_v2.jpg,https://www.zomato.com/macon-ga/martins-bbq-warner-robins/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501308,https://b.zmtcdn.com/data/pictures/8/17501308/71116dd91b4effe788e66f45860eab05_featured_v2.jpg,$,17501308
Natalia's,17500847,https://www.zomato.com/macon-ga/natalias-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,70,4,"European, Italian, Mediterranean","201 North Macon St., Macon, GA 31210",Macon,Macon,31210,32.9284950000,-83.7879930000,Very Good,4.2,379,0,0,0,https://www.zomato.com/macon-ga/natalias-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/natalias-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/natalias-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17500847,,$,17500847
Papouli's Mediterranean Cafe & Market,17500872,https://www.zomato.com/macon-ga/papoulis-mediterranean-cafe-market-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Greek, Mediterranean, Vegetarian","121 Tom Hill Sr Blvd, Macon, GA 31210",Macon,Macon,31210,32.9010000000,-83.6873000000,Very Good,4.2,223,0,0,0,https://www.zomato.com/macon-ga/papoulis-mediterranean-cafe-market-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/papoulis-mediterranean-cafe-market-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/papoulis-mediterranean-cafe-market-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17500872,,$,17500872
Greek Corner Deli,17501298,https://www.zomato.com/macon-ga/greek-corner-deli-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Desserts, Greek, Sandwich","587 Cherry St, Macon, GA 31201",Macon,Macon,31201,32.8365400000,-83.6287030000,Very Good,4.3,244,0,0,0,https://www.zomato.com/macon-ga/greek-corner-deli-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/greek-corner-deli-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/greek-corner-deli-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501298,,$,17501298
Greek Village,17501292,https://www.zomato.com/macon-ga/greek-village-warner-robins?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Greek, Seafood","1801 Watson Blvd, Warner Robins, GA 31093",Warner Robins,Macon,31093,32.6176839000,-83.6366180000,Very Good,4.0,316,0,0,0,https://www.zomato.com/macon-ga/greek-village-warner-robins/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/greek-village-warner-robins/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/greek-village-warner-robins/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501292,,$,17501292
Zen Japanese Steakhouse and Sushi Bar,17501268,https://www.zomato.com/macon-ga/zen-japanese-steakhouse-and-sushi-bar-warner-robins?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Japanese, Steak, Sushi","4086 Watson Blvd, Warner Robins, GA 31093",Warner Robins,Macon,31093,32.6147000000,-83.7184000000,Very Good,4.1,314,0,0,0,https://www.zomato.com/macon-ga/zen-japanese-steakhouse-and-sushi-bar-warner-robins/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/zen-japanese-steakhouse-and-sushi-bar-warner-robins/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/8/17501268/3775e2961d7428187dc7bcc3df8d48bd_featured_v2.jpg,https://www.zomato.com/macon-ga/zen-japanese-steakhouse-and-sushi-bar-warner-robins/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501268,https://b.zmtcdn.com/data/pictures/8/17501268/3775e2961d7428187dc7bcc3df8d48bd_featured_v2.jpg,$,17501268
Bonefish Grill,17501279,https://www.zomato.com/macon-ga/bonefish-grill-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"American, Seafood","5080 Riverside Dr, Macon, GA 31210",Macon,Macon,31210,32.9292780000,-83.7139780000,Very Good,4.1,293,0,0,0,https://www.zomato.com/macon-ga/bonefish-grill-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/bonefish-grill-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/bonefish-grill-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501279,,$,17501279
El Jalisciense Mexican Restaurant,17501143,https://www.zomato.com/macon-ga/el-jalisciense-mexican-restaurant-warner-robins?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,Mexican,"1224 Russell Pkwy, Warner Robins, GA 31088",Warner Robins,Macon,31088,32.5946660000,-83.6493500000,Very Good,4.1,181,0,0,0,https://www.zomato.com/macon-ga/el-jalisciense-mexican-restaurant-warner-robins/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/el-jalisciense-mexican-restaurant-warner-robins/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/el-jalisciense-mexican-restaurant-warner-robins/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501143,,$,17501143
Sushi Thai Restaurant,17501247,https://www.zomato.com/macon-ga/sushi-thai-restaurant-warner-robins?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Japanese, Sushi, Thai","2624 Watson Blvd Ste D, Warner Robins, GA 31093",Warner Robins,Macon,31093,32.6184000000,-83.6665000000,Good,3.7,153,0,0,0,https://www.zomato.com/macon-ga/sushi-thai-restaurant-warner-robins/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/sushi-thai-restaurant-warner-robins/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/sushi-thai-restaurant-warner-robins/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17501247,,$,17501247
Downtown Grill,17500695,https://www.zomato.com/macon-ga/downtown-grill-macon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,70,4,Steak,"562 Mulberry St, Macon, GA 31201",Macon,Macon,31201,32.8375000000,-83.6276000000,Very Good,4.0,195,0,0,0,https://www.zomato.com/macon-ga/downtown-grill-macon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/macon-ga/downtown-grill-macon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/macon-ga/downtown-grill-macon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17500695,,$,17500695
Duke's Waikiki,17141990,https://www.zomato.com/hawaii/dukes-waikiki-honolulu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,70,4,"Hawaiian, Seafood, Steak","2335 Kalakaua Ave, Honolulu, HI 96815",Waikiki,Rest of Hawaii,96815,21.2775830000,-157.8271960000,Very Good,4.4,1492,0,0,0,https://www.zomato.com/hawaii/dukes-waikiki-honolulu/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/hawaii/dukes-waikiki-honolulu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/0/17141990/dd90877f5201234aeeb502a3b14009e1_featured_v2.jpg,https://www.zomato.com/hawaii/dukes-waikiki-honolulu/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17141990,https://b.zmtcdn.com/data/pictures/0/17141990/dd90877f5201234aeeb502a3b14009e1_featured_v2.jpg,$,17141990
Mama's Fish House,17142792,https://www.zomato.com/hawaii/mamas-fish-house-paia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,70,4,"Hawaiian, Seafood","799 Poho Pl, Paia, HI 96779",Paia,Rest of Hawaii,96779,20.9296220000,-156.3664450000,Excellent,4.9,1343,0,0,0,https://www.zomato.com/hawaii/mamas-fish-house-paia/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/hawaii/mamas-fish-house-paia/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/2/17142792/b453e35baa86d53b4fa937aa4c0fcfce_featured_v2.jpg,https://www.zomato.com/hawaii/mamas-fish-house-paia/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17142792,https://b.zmtcdn.com/data/pictures/2/17142792/b453e35baa86d53b4fa937aa4c0fcfce_featured_v2.jpg,$,17142792
Marukame Udon,17145495,https://www.zomato.com/hawaii/marukame-udon-honolulu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,Japanese,"2310 Kuhio Avenue, Honolulu, HI 96815",Waikiki,Rest of Hawaii,96815,21.2794760000,-157.8259790000,Excellent,4.9,602,0,0,0,https://www.zomato.com/hawaii/marukame-udon-honolulu/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/hawaii/marukame-udon-honolulu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/5/17145495/1bf4bc98818cdbaa0b5bd679fd0ca394_featured_v2.jpg,https://www.zomato.com/hawaii/marukame-udon-honolulu/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17145495,https://b.zmtcdn.com/data/pictures/5/17145495/1bf4bc98818cdbaa0b5bd679fd0ca394_featured_v2.jpg,$,17145495
Aloha Mixed Plate,17141447,https://www.zomato.com/hawaii/aloha-mixed-plate-lahaina?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Asian, Breakfast, Hawaiian","1285 Front St, Lahaina, HI 96761",Lahaina,Rest of Hawaii,96761,20.8865640000,-156.6849670000,Very Good,4.2,874,0,0,0,https://www.zomato.com/hawaii/aloha-mixed-plate-lahaina/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/hawaii/aloha-mixed-plate-lahaina/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/7/17141447/51b0be534f671fd84e86ecdfc3caf690_featured_v2.jpg,https://www.zomato.com/hawaii/aloha-mixed-plate-lahaina/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17141447,https://b.zmtcdn.com/data/pictures/7/17141447/51b0be534f671fd84e86ecdfc3caf690_featured_v2.jpg,$,17141447
